,,,,,,,,,,,,,,Type of Payment code,Vehicle Code
,,8007,Wed,Aug,,4,16:13:08,2021,4614512,,,,4183,,
,,8008,Wed,Aug,11,20:39:17,2021,9706786,,,,4736.0,PC6A65941,,
,,8009,Fri,Aug,20,06:15:20,2021,4068744,,,,4265.0,PC5B2AFFA,,
,,8010,Thu,Aug,,5,05:46:35,2021,6788918,,,,4577,,
,,8011,Thu,Aug,19,07:39:17,2021,1344672,,,,4606.0,PC0C535B6,,
,,8012,Tue,Aug,,3,03:53:55,2021,2820905,,,,4530,,
,,8013,Thu,Aug,19,09:34:22,2021,4821926,,,,4367.0,PC8D90EF0,,
,,8014,Sat,Aug,,7,22:55:14,2021,2372591,,,,4653,,
,,8015,Sun,Aug,15,13:45:24,2021,8347465,,,,4405.0,PC70CA955,,
,,8016,Mon,Aug,,2,13:54:37,2021,6341055,,,,4831,,
,,8017,Sun,Aug,,8,06:44:41,2021,8591057,,,,4594,,
,,8018,Thu,Aug,12,17:24:39,2021,5748245,,,,4183.0,PCF5E7754,,
,,8019,Tue,Aug,,3,09:51:15,2021,2426854,,,,4702,,
,,8020,Fri,Jul,30,02:29:14,2021,9176758,,,,4066.0,PC883FCA9,,
,,8021,Sat,Jul,31,23:06:37,2021,9560794,,,,4092.0,PC40C2E00,,
,,8022,Tue,Aug,,3,22:08:18,2021,4306812,,,,4401,,
,,8023,Mon,Aug,16,05:09:39,2021,6695198,,,,4890.0,PCAFC8A56,,
,,8024,Thu,Aug,,5,18:31:47,2021,9056945,,,,4535,,
,,8025,Wed,Aug,18,01:21:41,2021,8975102,,,,4123.0,PCDE850D8,,
,,8026,Thu,Aug,12,18:58:08,2021,2671345,,,,4516.0,PCF7F25B7,,
,,8027,Sat,Jul,31,08:38:06,2021,4428358,,,,4871.0,PC397AFA3,,
,,8028,Sat,Aug,,7,22:02:30,2021,2136178,,,,4198,,
,,8029,Sun,Aug,,8,02:56:00,2021,9192559,,,,4403,,
,,8030,Wed,Aug,18,19:31:43,2021,9139839,,,,4197.0,PCE32ED40,,
,,8031,Sun,Aug,,8,18:34:04,2021,794399,,,,,,
,,8032,Thu,Aug,12,10:19:51,2021,3762149,,,,4804.0,PC68484C6,,
,,8033,Wed,Aug,18,10:00:41,2021,4098307,,,,4708.0,PC82D2552,,
,,8034,Fri,Aug,20,08:19:52,2021,9500697,,,,4136.0,PCA579A65,,
,,8035,Thu,Aug,12,18:29:08,2021,675311,,,,,4548,,
,,8036,Thu,Aug,12,05:15:23,2021,2269689,,,,4247.0,PCEE69498,,
,,8037,Fri,Aug,13,18:47:58,2021,4485663,,,,4240.0,PC72FE04B,,
,,8038,Wed,Aug,11,21:17:58,2021,3237735,,,,4531.0,PC857F4A0,,
,,8039,Mon,Aug,16,02:49:16,2021,7579809,,,,4497.0,PC76FDDEA,,
,,8040,Mon,Aug,16,01:25:17,2021,5438002,,,,4881.0,PCDE20E6F,,
,,8041,Thu,Jul,29,17:42:01,2021,6881411,,,,4535.0,PC1BC7FA5,,
,,8042,Thu,Aug,12,06:40:48,2021,4273486,,,,4046.0,PCAC345FD,,
,,8043,Tue,Aug,,3,04:28:25,2021,2758792,,,,4154,,
,,8044,Fri,Aug,20,12:05:46,2021,7396373,,,,4453.0,PC5EC8DF5,,
,,8045,Wed,Aug,,4,00:13:18,2021,9067382,,,,4761,,
,,8046,Fri,Aug,13,09:27:51,2021,8490800,,,,4152.0,PCF6F4CA1,,
,,8047,Sun,Aug,22,13:23:48,2021,5725183,,,,4888.0,PC46C55B4,,
,,8048,Tue,Aug,10,15:48:54,2021,2692752,,,,4500.0,PC548BDC0,,
,,8049,Sat,Aug,14,05:21:22,2021,9588732,,,,4594.0,PC59414DA,,
,,8050,Sat,Aug,,7,19:00:20,2021,425412,,,,,,
,,8051,Sun,Aug,,1,07:07:51,2021,8843367,,,,4409,,
,,8052,Tue,Aug,,3,12:51:04,2021,8667329,,,,4174,,
,,8053,Sun,Aug,15,13:04:39,2021,9075489,,,,4204.0,PC5881E06,,
,,8054,Tue,Aug,17,17:15:09,2021,6789029,,,,4655.0,PCF9CAB22,,
,,8055,Thu,Aug,19,05:52:49,2021,7313312,,,,4798.0,PC17F8052,,
,,8056,Tue,Aug,10,18:31:44,2021,3274379,,,,4033.0,PC783B5FC,,
,,8057,Thu,Jul,29,18:08:40,2021,8236627,,,,4709.0,PCC8C7059,,
,,8058,Tue,Aug,,3,01:56:15,2021,8223818,,,,4699,,
,,8059,Tue,Aug,,3,05:10:00,2021,7618402,,,,4141,,
,,8060,Sun,Aug,,1,05:25:08,2021,6069599,,,,4925,,
,,8061,Wed,Aug,,4,10:59:18,2021,9414515,,,,4829,,
,,8062,Tue,Aug,10,18:37:36,2021,5623528,,,,4983.0,PCC3E4ADA,,
,,8063,Fri,Aug,20,15:42:28,2021,2485173,,,,4809.0,PCAD363FC,,
,,8064,Sun,Aug,,1,22:28:38,2021,9876481,,,,4864,,
,,8065,Fri,Aug,13,13:49:44,2021,1635396,,,,4679.0,PC88494D0,,
,,8066,Sat,Aug,14,02:07:21,2021,769053,,,,,4070,,
,,8067,Thu,Aug,12,17:08:05,2021,957949,,,,,4258,,
,,8068,Thu,Jul,29,19:00:58,2021,1514815,,,,4315.0,PC6E0962A,,
,,8069,Thu,Aug,19,05:45:06,2021,3321941,,,,4166.0,PCE450C55,,
,,8070,Thu,Aug,12,10:36:39,2021,3842168,,,,4615.0,PC1ECBA39,,
,,8071,Sat,Aug,21,17:33:51,2021,5446005,,,,4541.0,PCC6A4CD8,,
,,8072,Mon,Aug,,2,01:03:25,2021,1648969,,,,4018,,
,,8073,Tue,Aug,17,04:13:13,2021,1190594,,,,4188.0,PCDB12C82,,
,,8074,Wed,Aug,18,15:11:27,2021,1467655,,,,4665.0,PCF63C15F,,
,,8075,Thu,Aug,12,02:14:13,2021,4507079,,,,4469.0,PC120EEFD,,
,,8076,Sun,Aug,,1,16:30:43,2021,3267963,,,,4090,,
,,8077,Fri,Aug,13,03:14:41,2021,1416260,,,,4306.0,PC5D6563A,,
,,8078,Wed,Aug,18,06:27:00,2021,4169264,,,,4874.0,PC9F481D4,,
,,8079,Mon,Aug,16,02:04:19,2021,3035778,,,,4065.0,PC3B514E2,,
,,8080,Tue,Aug,17,19:22:44,2021,1234332,,,,4439.0,PC845CEA6,,
,,8081,Sun,Aug,,1,00:18:53,2021,3659841,,,,4537,,
,,8082,Sun,Aug,15,03:26:02,2021,6878750,,,,4127.0,PCA2D76A5,,
,,8083,Fri,Aug,,6,01:00:24,2021,7219602,,,,4278,,
,,8084,Tue,Aug,17,03:54:59,2021,2754998,,,,4020.0,PC2265FB3,,
,,8085,Tue,Aug,17,07:01:54,2021,635736,,,,,4669,,
,,8086,Wed,Aug,,4,20:04:33,2021,674870,,,,,,
,,8087,Sat,Aug,21,13:05:29,2021,2202845,,,,4414.0,PC40BD0F3,,
,,8088,Sun,Aug,,8,11:45:47,2021,941595,,,,,,
,,8089,Sun,Aug,,8,05:03:21,2021,4892001,,,,4296,,
,,8090,Thu,Aug,12,05:21:46,2021,1996276,,,,4268.0,PC6CC51DA,,
,,8091,Mon,Aug,16,15:13:50,2021,9248594,,,,4342.0,PCE7F2748,,
,,8092,Sat,Aug,14,08:52:34,2021,1014734,,,,4226.0,PCDC5C9E2,,
,,8093,Wed,Aug,,4,01:48:18,2021,2286589,,,,4633,,
,,8094,Mon,Aug,,9,02:17:24,2021,4050257,,,,4105,,
,,8095,Tue,Aug,17,02:16:22,2021,7032854,,,,4434.0,PCA491459,,
,,8096,Sun,Aug,,8,06:36:11,2021,8420501,,,,4491,,
,,8097,Sun,Aug,15,19:33:55,2021,4060699,,,,4273.0,PC0EF5BA6,,
,,8098,Thu,Jul,29,18:46:15,2021,1425073,,,,4276.0,PC4E15B39,,
,,8099,Tue,Aug,10,07:18:40,2021,5111715,,,,4196.0,PC4B8A835,,
,,8100,Thu,Aug,19,14:48:35,2021,7116804,,,,4515.0,PC6A1B37B,,
,,8101,Sat,Jul,31,14:06:11,2021,901669,,,,,4134,,
,,8102,Sat,Aug,,7,21:39:46,2021,6995160,,,,4894,,
,,8103,Wed,Aug,11,11:06:52,2021,7113896,,,,4529.0,PC3FAA264,,
,,8104,Tue,Aug,,3,14:12:43,2021,5462662,,,,4958,,
,,8105,Sun,Aug,15,09:46:43,2021,4763732,,,,4751.0,PCD33B3C9,,
,,8106,Tue,Aug,17,15:08:07,2021,5301967,,,,4609.0,PC1551C8E,,
,,8107,Tue,Aug,,3,07:00:49,2021,3831073,,,,4683,,
,,8108,Wed,Aug,18,00:21:30,2021,2772633,,,,4778.0,PCCCADDBD,,
,,8109,Sun,Aug,22,13:19:48,2021,4827467,,,,4514.0,PC374C341,,
,,8110,Sat,Aug,14,09:49:55,2021,6370744,,,,4372.0,PC1E0F3B6,,
,,8111,Wed,Aug,,4,19:59:14,2021,1551612,,,,4329,,
,,8112,Mon,Aug,,2,10:05:50,2021,8625041,,,,4918,,
,,8113,Mon,Aug,16,22:13:53,2021,5507182,,,,4519.0,PC92A6471,,
,,8114,Fri,Jul,30,03:03:21,2021,3618484,,,,4227.0,PCD8346A6,,
,,8115,Wed,Aug,18,08:56:37,2021,1720345,,,,4818.0,PCF243BF3,,
,,8116,Wed,Aug,18,21:41:58,2021,4474527,,,,4142.0,PC7ACFF7C,,
,,8117,Fri,Jul,30,09:06:38,2021,8040294,,,,4375.0,PCAE085FE,,
,,8118,Wed,Aug,11,16:58:21,2021,2613000,,,,4954.0,PCA276EBB,,
,,8119,Sun,Aug,,8,23:00:52,2021,7659236,,,,4354,,
,,8120,Thu,Aug,,5,04:52:15,2021,274829,,,,,,
,,8121,Fri,Aug,13,01:10:46,2021,5157302,,,,4133.0,PC30FC453,,
,,8122,Mon,Aug,16,02:17:52,2021,3672888,,,,4129.0,PCA6127FF,,
,,8123,Sat,Aug,21,11:31:16,2021,6500970,,,,4325.0,PC8FC83B3,,
,,8124,Mon,Aug,,2,11:34:48,2021,6586355,,,,4478,,
,,8125,Thu,Aug,,5,23:58:32,2021,6413690,,,,4599,,
,,8126,Mon,Aug,16,00:21:00,2021,1397184,,,,4905.0,PCE1EA438,,
,,8127,Wed,Aug,,4,12:40:32,2021,1622942,,,,4682,,
,,8128,Tue,Aug,17,15:57:47,2021,1495567,,,,5002.0,PC585BD38,,
,,8129,Fri,Aug,13,04:09:57,2021,6343077,,,,4851.0,PC0954183,,
,,8130,Tue,Aug,17,20:53:00,2021,431864,,,,,4768,,
,,8131,Mon,Aug,,9,21:16:46,2021,430105,,,,,,
,,8132,Sat,Aug,21,05:51:43,2021,7855215,,,,4786.0,PCB7F1F8A,,
,,8133,Fri,Aug,,6,03:58:21,2021,2861935,,,,4119,,
,,8134,Sun,Aug,22,02:23:21,2021,739031,,,,,4909,,
,,8135,Sat,Jul,31,03:03:00,2021,8771884,,,,4584.0,PC1085B78,,
,,8136,Wed,Aug,18,22:00:54,2021,248195,,,,,4037,,
,,8137,Mon,Aug,,2,17:55:13,2021,3663037,,,,4767,,
,,8138,Thu,Aug,19,11:56:12,2021,8437262,,,,4105.0,PC43919D1,,
,,8139,Fri,Aug,20,09:38:29,2021,334466,,,,,4262,,
,,8140,Wed,Aug,11,15:02:19,2021,9980546,,,,4090.0,PC1EE951B,,
,,8141,Tue,Aug,17,22:53:12,2021,9436536,,,,4115.0,PCF5D4B0A,,
,,8142,Sat,Aug,21,13:31:39,2021,3070607,,,,4147.0,PC4D2C5A7,,
,,8143,Wed,Aug,11,08:53:57,2021,8321694,,,,4003.0,PC83F544D,,
,,8144,Mon,Aug,16,18:09:48,2021,6575583,,,,4517.0,PC9AF321D,,
,,8145,Wed,Aug,,4,21:40:40,2021,4561219,,,,4765,,
,,8146,Tue,Aug,10,04:16:05,2021,5969255,,,,4559.0,PC93AAEC9,,
,,8147,Sat,Aug,,7,19:26:21,2021,9362694,,,,4608,,
,,8148,Thu,Aug,,5,23:50:34,2021,4629983,,,,4400,,
,,8149,Mon,Aug,,9,16:32:35,2021,695637,,,,,,
,,8150,Fri,Jul,30,01:33:40,2021,1812793,,,,4523.0,PC0005AC7,,
,,8151,Tue,Aug,17,09:51:54,2021,9954253,,,,4831.0,PC0EC3E54,,
,,8152,Fri,Jul,30,10:44:58,2021,8258952,,,,4925.0,PCE5E04A2,,
,,8153,Fri,Aug,,6,15:34:58,2021,2365594,,,,4429,,
,,8154,Tue,Aug,10,04:58:59,2021,1630309,,,,4276.0,PC4E15B39,,
,,8155,Wed,Aug,18,07:22:20,2021,3230007,,,,4950.0,PC4F71E72,,
,,8156,Fri,Jul,30,10:52:43,2021,4989020,,,,4363.0,PC62E1338,,
,,8157,Thu,Aug,19,12:45:58,2021,9064209,,,,4401.0,PC0606D6A,,
,,8158,Wed,Aug,11,10:12:47,2021,3160462,,,,4250.0,PCC695DB0,,
,,8159,Fri,Aug,,6,14:12:07,2021,5479413,,,,4348,,
,,8160,Fri,Aug,,6,20:49:26,2021,8902464,,,,4013,,
,,8161,Sun,Aug,15,03:07:49,2021,8141321,,,,4694.0,PCBCF42C2,,
,,8162,Wed,Aug,11,14:22:42,2021,3727401,,,,4237.0,PC51D1059,,
,,8163,Thu,Jul,29,13:17:21,2021,3285156,,,,4226.0,PCDC5C9E2,,
,,8164,Sun,Aug,,8,12:19:11,2021,3409071,,,,4695,,
,,8165,Mon,Aug,,2,23:52:17,2021,7431106,,,,4531,,
,,8166,Thu,Aug,19,11:40:40,2021,6874812,,,,4779.0,PCC8FE9C6,,
,,8167,Tue,Aug,10,00:56:58,2021,1452415,,,,4585.0,PCF3AE602,,
,,8168,Tue,Aug,17,07:17:37,2021,4097697,,,,4400.0,PC3BD7D63,,
,,8169,Thu,Aug,12,07:46:39,2021,5495608,,,,4442.0,PC05C2F86,,
,,8170,Sat,Aug,,7,23:54:29,2021,547443,,,,,,
,,8171,Tue,Aug,17,16:27:48,2021,8499980,,,,4483.0,PC7F7FFF0,,
,,8172,Wed,Aug,18,00:06:51,2021,7517746,,,,4748.0,PCF2ECD29,,
,,8173,Fri,Aug,,6,00:52:11,2021,4229412,,,,4955,,
,,8174,Mon,Aug,,2,11:36:30,2021,8958803,,,,4271,,
,,8175,Sat,Aug,,7,16:29:52,2021,768529,,,,,,
,,8176,Sat,Aug,,7,23:55:59,2021,7850255,,,,4248,,
,,8177,Thu,Aug,12,17:21:54,2021,7597656,,,,4760.0,PC161AC8D,,
,,8178,Fri,Jul,30,08:41:54,2021,2197437,,,,4095.0,PC3E1512A,,
,,8179,Sat,Aug,14,08:33:42,2021,7037736,,,,4673.0,PC66E7418,,
,,8180,Fri,Aug,,6,23:56:18,2021,6641473,,,,4174,,
,,8181,Mon,Aug,16,12:36:16,2021,6491981,,,,4955.0,PCE36723C,,
,,8182,Fri,Aug,,6,15:26:59,2021,8834336,,,,4499,,
,,8183,Thu,Aug,12,00:00:15,2021,5549304,,,,4309.0,PC5E92F61,,
,,8184,Sun,Aug,,1,07:07:53,2021,7011179,,,,4686,,
,,8185,Mon,Aug,,9,20:26:42,2021,541237,,,,,,
,,8186,Wed,Aug,11,14:20:20,2021,4645419,,,,4934.0,PC3ED26A2,,
,,8187,Fri,Aug,20,20:17:55,2021,5186182,,,,4988.0,PC46BE0B2,,
,,8188,Sat,Aug,21,15:08:55,2021,5222466,,,,4815.0,PC19C02F1,,
,,8189,Mon,Aug,,2,07:15:58,2021,1146039,,,,4359,,
,,8190,Sun,Aug,,8,03:11:50,2021,7921448,,,,4379,,
,,8191,Tue,Aug,17,18:19:35,2021,6311586,,,,4503.0,PC69DE15C,,
,,8192,Wed,Aug,18,10:53:01,2021,6324534,,,,4227.0,PCD8346A6,,
,,8193,Fri,Jul,30,07:51:28,2021,3077932,,,,4855.0,PC03C5C15,,
,,8194,Wed,Aug,18,23:14:41,2021,6205760,,,,4635.0,PC3C8B99E,,
,,8195,Tue,Aug,10,18:31:44,2021,4912454,,,,4262.0,PCCB12F8C,,
,,8196,Thu,Aug,,5,20:24:40,2021,7990205,,,,4209,,
,,8197,Tue,Aug,10,14:02:13,2021,2478774,,,,4109.0,PC7057B6A,,
,,8198,Sat,Aug,21,00:55:16,2021,3871666,,,,4899.0,PC4967767,,
,,8199,Wed,Aug,11,13:00:52,2021,2175169,,,,4338.0,PC6203962,,
,,8200,Fri,Jul,30,14:47:54,2021,2498085,,,,4360.0,PC084F676,,
,,8201,Sat,Aug,21,23:21:28,2021,9079200,,,,4100.0,PCC6DD8D5,,
,,8202,Mon,Aug,,9,02:39:22,2021,7973552,,,,4938,,
,,8203,Sun,Aug,,1,11:28:02,2021,8556512,,,,4325,,
,,8204,Mon,Aug,,2,10:15:07,2021,7454092,,,,4632,,
,,8205,Fri,Aug,20,16:29:20,2021,1268106,,,,4341.0,PC1E10EC3,,
,,8206,Tue,Aug,,3,02:03:08,2021,6439964,,,,4768,,
,,8207,Fri,Aug,13,12:38:07,2021,9170295,,,,4540.0,PC5CAF0A7,,
,,8208,Tue,Aug,,3,03:15:11,2021,7620241,,,,4222,,
,,8209,Wed,Aug,18,13:26:34,2021,7844259,,,,4986.0,PC9787B8A,,
,,8210,Wed,Aug,11,22:35:37,2021,9906172,,,,4625.0,PC186BCA8,,
,,8211,Mon,Aug,,2,21:16:04,2021,9506960,,,,4120,,
,,8212,Fri,Jul,30,19:26:39,2021,5856972,,,,4327.0,PC16F59EC,,
,,8213,Mon,Aug,16,00:45:41,2021,6484714,,,,4847.0,PCD546332,,
,,8214,Sun,Aug,,1,12:57:17,2021,3136346,,,,4899,,
,,8215,Thu,Jul,29,13:27:48,2021,2145409,,,,4081.0,PCC825DB2,,
,,8216,Mon,Aug,,9,06:05:38,2021,9436636,,,,4493,,
,,8217,Sun,Aug,,8,22:14:28,2021,6707512,,,,4638,,
,,8218,Mon,Aug,,2,17:40:28,2021,3768394,,,,4196,,
,,8219,Mon,Aug,16,10:47:00,2021,553224,,,,,4940,,
,,8220,Thu,Aug,,5,15:51:30,2021,5558325,,,,4207,,
,,8221,Mon,Aug,,2,17:26:54,2021,9990042,,,,4507,,
,,8222,Sat,Aug,14,18:09:24,2021,9180206,,,,4667.0,PCD540B2F,,
,,8223,Mon,Aug,16,02:09:39,2021,2473889,,,,4396.0,PCA00BC1C,,
,,8224,Tue,Aug,,3,03:57:21,2021,8212274,,,,4394,,
,,8225,Fri,Aug,20,20:57:35,2021,5275562,,,,4919.0,PC7A3A5CF,,
,,8226,Fri,Aug,13,09:23:52,2021,9870307,,,,4275.0,PC1DA31F7,,
,,8227,Sat,Aug,21,06:39:41,2021,5285457,,,,4245.0,PC6594AD4,,
,,8228,Mon,Aug,,2,03:38:01,2021,8498599,,,,4860,,
,,8229,Mon,Aug,,2,14:19:46,2021,3564976,,,,4147,,
,,8230,Sat,Aug,21,16:26:31,2021,3984333,,,,4034.0,PCFC754C7,,
,,8231,Sat,Aug,21,22:40:16,2021,6715168,,,,4631.0,PCFFF6463,,
,,8232,Tue,Aug,17,05:04:59,2021,9749844,,,,4948.0,PCBA2D075,,
,,8233,Mon,Aug,16,11:27:09,2021,1739088,,,,4721.0,PCE937423,,
,,8234,Tue,Aug,10,21:26:38,2021,5291843,,,,4005.0,PCB3DF742,,
,,8235,Thu,Aug,12,05:05:43,2021,8615899,,,,4061.0,PC3A63A79,,
,,8236,Sun,Aug,,8,06:45:44,2021,3377464,,,,4601,,
,,8237,Fri,Aug,20,09:56:25,2021,1773772,,,,4886.0,PC4D892D7,,
,,8238,Tue,Aug,17,14:45:43,2021,9214180,,,,4819.0,PC454F09B,,
,,8239,Wed,Aug,11,04:08:41,2021,9470339,,,,4522.0,PC0A326BE,,
,,8240,Sun,Aug,,1,18:59:35,2021,3705633,,,,4069,,
,,8241,Tue,Aug,17,06:08:12,2021,8623977,,,,4014.0,PCF14D1E3,,
,,8242,Tue,Aug,17,16:45:13,2021,7523353,,,,4706.0,PCD8D5094,,
,,8243,Sun,Aug,,1,16:39:36,2021,6491662,,,,4287,,
,,8244,Sun,Aug,15,08:40:36,2021,3088242,,,,4150.0,PCC8441A8,,
,,8245,Fri,Aug,13,13:50:41,2021,255446,,,,,4608,,
,,8246,Wed,Aug,18,06:40:05,2021,4927609,,,,4670.0,PC2BE6D87,,
,,8247,Mon,Aug,,2,01:01:55,2021,7034476,,,,4354,,
,,8248,Fri,Aug,,6,08:10:47,2021,9079371,,,,4263,,
,,8249,Sun,Aug,,8,15:34:50,2021,526333,,,,,,
,,8250,Sat,Aug,21,06:21:57,2021,8617285,,,,4095.0,PC3E1512A,,
,,8251,Fri,Aug,20,09:31:21,2021,4464432,,,,4862.0,PC3BDDA71,,
,,8252,Fri,Aug,13,21:27:23,2021,3651501,,,,4155.0,PC9042B3F,,
,,8253,Sun,Aug,,1,13:20:31,2021,9898506,,,,4803,,
,,8254,Sun,Aug,,1,16:07:36,2021,9271351,,,,4376,,
,,8255,Tue,Aug,10,20:59:31,2021,6043353,,,,4854.0,PCB6F1968,,
,,8256,Fri,Jul,30,08:58:17,2021,3741636,,,,4605.0,PCEB27C63,,
,,8257,Tue,Aug,17,11:59:32,2021,8888611,,,,4559.0,PC93AAEC9,,
,,8258,Fri,Jul,30,15:15:35,2021,4050923,,,,4775.0,PCA50FB36,,
,,8259,Thu,Aug,19,21:38:13,2021,5633078,,,,4241.0,PC7241796,,
,,8260,Sat,Aug,14,17:55:00,2021,2383237,,,,4185.0,PC7F5C566,,
,,8261,Thu,Jul,29,13:48:24,2021,3955694,,,,4536.0,PCC6C5CFB,,
,,8262,Sat,Jul,31,14:06:35,2021,3943448,,,,4855.0,PC03C5C15,,
,,8263,Sat,Aug,,7,02:12:50,2021,1759528,,,,4937,,
,,8264,Wed,Aug,,4,14:10:41,2021,4575151,,,,4592,,
,,8265,Sat,Jul,31,12:09:29,2021,4906201,,,,4930.0,PC22F748B,,
,,8266,Sat,Aug,21,09:41:51,2021,4977122,,,,4167.0,PC8453073,,
,,8267,Wed,Aug,18,05:40:46,2021,210843,,,,,4363,,
,,8268,Fri,Aug,13,07:28:43,2021,5058068,,,,4083.0,PC90346C9,,
,,8269,Fri,Aug,20,10:26:43,2021,4602273,,,,4685.0,PC5D33C18,,
,,8270,Tue,Aug,10,04:20:00,2021,5158614,,,,4200.0,PCBA86754,,
,,8271,Fri,Aug,,6,21:04:52,2021,5393992,,,,4253,,
,,8272,Tue,Aug,,3,02:04:51,2021,8991371,,,,4712,,
,,8273,Sat,Aug,,7,14:32:32,2021,8283919,,,,4993,,
,,8274,Tue,Aug,17,16:37:09,2021,9216679,,,,4012.0,PCEF5C190,,
,,8275,Wed,Aug,,4,23:39:57,2021,8957085,,,,4795,,
,,8276,Mon,Aug,,9,23:48:22,2021,5164511,,,,4766,,
,,8277,Fri,Jul,30,20:01:48,2021,5404322,,,,4487.0,PCA92F2BD,,
,,8278,Tue,Aug,,3,17:03:28,2021,258906,,,,,,
,,8279,Mon,Aug,,2,20:13:12,2021,9300555,,,,4827,,
,,8280,Mon,Aug,,9,17:19:11,2021,6159910,,,,4245,,
,,8281,Sat,Aug,21,03:48:09,2021,1852075,,,,4972.0,PCC51AD39,,
,,8282,Tue,Aug,17,13:10:23,2021,4970775,,,,4885.0,PC5083F35,,
,,8283,Sat,Aug,14,21:58:54,2021,9691350,,,,4101.0,PCCC8F243,,
,,8284,Mon,Aug,,9,16:19:26,2021,3151732,,,,4975,,
,,8285,Mon,Aug,,9,11:37:48,2021,4702072,,,,4810,,
,,8286,Thu,Aug,,5,09:17:30,2021,8275824,,,,4434,,
,,8287,Tue,Aug,10,13:11:06,2021,2939967,,,,4843.0,PC400DFFE,,
,,8288,Fri,Aug,13,01:06:14,2021,6992376,,,,4524.0,PCF8BB245,,
,,8289,Mon,Aug,16,08:27:30,2021,5862558,,,,4621.0,PC9FB4E82,,
,,8290,Tue,Aug,10,09:16:47,2021,7769093,,,,4200.0,PCBA86754,,
,,8291,Fri,Aug,,6,07:47:12,2021,8379594,,,,4662,,
,,8292,Wed,Aug,11,02:42:39,2021,8720916,,,,4767.0,PC61F3A80,,
,,8293,Fri,Jul,30,01:17:30,2021,6861283,,,,4319.0,PCAD79413,,
,,8294,Fri,Aug,13,18:25:16,2021,5842282,,,,4081.0,PCC825DB2,,
,,8295,Tue,Aug,,3,13:17:14,2021,5725111,,,,4118,,
,,8296,Sun,Aug,,1,01:13:21,2021,4945696,,,,4341,,
,,8297,Sun,Aug,,8,05:31:09,2021,3125006,,,,4066,,
,,8298,Wed,Aug,11,17:14:50,2021,8300638,,,,4884.0,PC3FB1BB6,,
,,8299,Fri,Aug,,6,18:29:21,2021,5511826,,,,4341,,
,,8300,Tue,Aug,17,08:32:27,2021,4000670,,,,4933.0,PC419F41D,,
,,8301,Sun,Aug,15,00:06:23,2021,4351368,,,,4514.0,PC374C341,,
,,8302,Sun,Aug,,8,06:51:19,2021,1442783,,,,4239,,
,,8303,Sun,Aug,,8,21:18:27,2021,5681925,,,,4162,,
,,8304,Thu,Jul,29,22:32:06,2021,5100954,,,,4782.0,PC6802C08,,
,,8305,Sat,Aug,21,02:35:10,2021,7237674,,,,4620.0,PC43973F9,,
,,8306,Mon,Aug,,2,20:00:57,2021,1492207,,,,4392,,
,,8307,Sun,Aug,,8,11:53:44,2021,9221867,,,,4595,,
,,8308,Thu,Aug,19,00:03:56,2021,9379753,,,,4647.0,PCDD56814,,
,,8309,Sun,Aug,,1,02:24:10,2021,2102436,,,,4200,,
,,8310,Tue,Aug,,3,21:50:24,2021,5838388,,,,4961,,
,,8311,Thu,Jul,29,22:09:00,2021,1648297,,,,4573.0,PC4D8469D,,
,,8312,Thu,Aug,12,06:09:26,2021,978232,,,,,4551,,
,,8313,Thu,Aug,12,12:22:38,2021,953519,,,,,4299,,
,,8314,Mon,Aug,16,04:24:36,2021,8337087,,,,4812.0,PC22D9C6D,,
,,8315,Sun,Aug,22,12:22:41,2021,6469284,,,,5008.0,PC48D61BB,,
,,8316,Wed,Aug,11,10:19:49,2021,614353,,,,,4085,,
,,8317,Fri,Aug,,6,03:04:18,2021,99513,,,,,VC965,
,,8318,Wed,Aug,18,23:25:51,2021,2345027,,,,4731.0,PCFFC2992,,
,,8319,Sun,Aug,,8,00:07:39,2021,3597618,,,,4589,,
,,8320,Sat,Aug,,7,09:24:37,2021,7674498,,,,4815,,
,,8321,Sat,Aug,21,18:32:14,2021,645107,,,,,4681,,
,,8322,Mon,Aug,,2,08:18:27,2021,5521608,,,,4993,,
,,8323,Mon,Aug,,9,05:42:14,2021,7648722,,,,4146,,
,,8324,Sat,Aug,21,23:48:38,2021,621218,,,,,4756,,
,,8325,Tue,Aug,,3,12:51:45,2021,4887321,,,,4437,,
,,8326,Fri,Aug,13,23:08:36,2021,8754723,,,,4621.0,PC9FB4E82,,
,,8327,Wed,Aug,,4,17:46:50,2021,7518545,,,,4140,,
,,8328,Wed,Aug,18,03:27:21,2021,2396734,,,,4234.0,PC5EBC1E1,,
,,8329,Sat,Jul,31,22:58:24,2021,9085272,,,,4679.0,PC88494D0,,
,,8330,Fri,Jul,30,12:42:27,2021,9832884,,,,4803.0,PC2BBEEDC,,
,,8331,Sat,Aug,,7,23:22:29,2021,1955025,,,,5009,,
,,8332,Sat,Aug,,7,05:30:13,2021,8266672,,,,4769,,
,,8333,Tue,Aug,10,04:03:26,2021,2104868,,,,5009.0,PC70886EC,,
,,8334,Thu,Aug,12,14:32:23,2021,8208577,,,,4056.0,PC9FBBA67,,
,,8335,Tue,Aug,17,22:54:15,2021,2972082,,,,4539.0,PC684859B,,
,,8336,Mon,Aug,,2,20:28:06,2021,7713223,,,,4117,,
,,8337,Sun,Aug,,1,15:02:59,2021,797267,,,,,,
,,8338,Fri,Aug,20,21:27:55,2021,1370623,,,,4870.0,PC65485BB,,
