,Number of axles,Tollplaza id,Tollplaza code
7841,2,4143,PC5F47DCF
7842,2,4841,PCE45DE8D
7843,2,4614,PC08910B7
7844,2,5006,PC7A260F1
7845,2,4757,PC126524C
7846,4,4531,PC857F4A0
7847,2,4966,PC4E6422C
7848,2,4884,PC3FB1BB6
7849,2,4148,PCDFBBEBB
7850,4,4116,PCCA836C9
7851,2,4904,PC36C6441
7852,4,4500,PC548BDC0
7853,2,4901,PCE32D2F9
7854,4,4743,PCE6EEF2E
7855,2,4593,PC3863F6A
7856,4,4915,PC86B0D7B
7857,2,4870,PC65485BB
7858,2,4369,PCD5CBB82
7859,4,4472,PC303DD56
7860,4,4996,PC6A4F55F
7861,2,4709,PCC8C7059
7862,2,4903,PCC3BCE65
7863,2,4007,PCDF9F773
7864,2,4958,PC8A8976A
7865,4,4849,PCF764517
7866,4,4151,PC0AB2B55
7867,2,4050,PC822E359
7868,2,4586,PC4A40D50
7869,2,4834,PCB228987
7870,4,4268,PC6CC51DA
7871,2,4818,PCF243BF3
7872,2,4307,PC87D90FE
7873,2,4359,PCB27CFF1
7874,2,4972,PCC51AD39
7875,2,4522,PC0A326BE
7876,2,4056,PC9FBBA67
7877,2,4771,PC71FE98A
7878,4,4111,PC07F012A
7879,2,4142,PC7ACFF7C
7880,2,4362,PC670999C
7881,4,4007,PCDF9F773
7882,2,4569,PC20129F9
7883,2,4317,PC0DC6CAB
7884,4,4294,PC867796D
7885,2,4503,PC69DE15C
7886,2,4591,PCC9875AC
7887,4,4661,PC1585DF2
7888,2,4176,PC11E9595
7889,2,4699,PC2C1B987
7890,2,4818,PCF243BF3
7891,2,4161,PCF8F6133
7892,2,4848,PCF0FC9B2
7893,4,4458,PCECEBBFA
7894,2,4973,PC9C7C18E
7895,4,4165,PC0D2B95C
7896,4,4078,PC8473A64
7897,2,4702,PCDBC3AC9
7898,2,4482,PCB6A16D7
7899,2,4230,PC19CE0DB
7900,2,4296,PCA24C1E1
7901,2,4248,PC45EBEBC
7902,2,4634,PCC72D8B8
7903,4,4622,PCF31BD97
7904,2,4093,PC951FE7E
7905,2,4060,PC481C9F9
7906,2,4807,PCAFC45DA
7907,2,4783,PC9889263
7908,4,4732,PCD83DE25
7909,2,4550,PC21A1833
7910,2,4450,PC0B2B03E
7911,2,4136,PCA579A65
7912,2,4069,PCC48608C
7913,4,4654,PCBA5D8AB
7914,2,4536,PCC6C5CFB
7915,2,4731,PCFFC2992
7916,2,4920,PC42A3AB0
7917,2,4126,PC74CE451
7918,2,4418,PCF6EECB2
7919,4,4010,PC3A7AACB
7920,2,4232,PC4156AD5
7921,2,4273,PC0EF5BA6
7922,4,4362,PC670999C
7923,2,4406,PC7A54E18
7924,2,4075,PC2125618
7925,2,4075,PC2125618
7926,2,4278,PC4847214
7927,4,4031,PC0214185
7928,2,4550,PC21A1833
7929,2,4014,PCF14D1E3
7930,2,4294,PC867796D
7931,2,4407,PC7FEC2CE
7932,2,4875,PC40FC710
7933,2,4041,PCB566359
7934,2,4833,PC71A1452
7935,2,4922,PC785D63F
7936,4,4313,PC6D0FC31
7937,2,4304,PC89FB76E
7938,2,4384,PC59A33DE
7939,4,4725,PCB905D54
7940,4,4913,PC685427C
7941,2,4920,PC42A3AB0
7942,2,4159,PC5631507
7943,4,4461,PCACD9839
7944,4,4083,PC90346C9
7945,4,4529,PC3FAA264
7946,2,4078,PC8473A64
7947,2,4937,PCD30D908
7948,2,4073,PCA3797CA
7949,2,4343,PC0F6325D
7950,2,4282,PCCE002E5
7951,2,4094,PC53A52CB
7952,2,4532,PC8DD921E
7953,2,4889,PC3547FAD
7954,2,4499,PC1EEDA04
7955,4,4793,PCD8E3CCB
7956,2,4514,PC374C341
7957,2,4216,PC53B475D
7958,2,4154,PC2C2EF9E
7959,2,4523,PC0005AC7
7960,2,4938,PC6C57ED3
7961,4,4671,PCCAAFB48
7962,2,4345,PCAC01231
7963,4,5008,PC48D61BB
7964,2,4538,PCDE5402C
7965,4,4494,PC1592ACA
7966,2,4104,PC0A63844
7967,2,4944,PC41EEC34
7968,4,4935,PC327D635
7969,2,4366,PC09D71DF
7970,2,4222,PC15EC378
7971,4,4344,PC417B8DF
7972,2,4203,PC5295A46
7973,2,4524,PCF8BB245
7974,2,4527,PC59A0CB2
7975,2,4889,PC3547FAD
7976,2,4622,PCF31BD97
7977,2,4152,PCF6F4CA1
7978,2,4852,PC68969FB
7979,2,4539,PC684859B
7980,4,4150,PCC8441A8
7981,2,4949,PC86E9EB7
7982,2,4772,PC7368097
7983,2,4608,PCACD1BEE
7984,2,4215,PC4C76F48
7985,2,4810,PC2CA4087
7986,2,4815,PC19C02F1
7987,2,4498,PCA770E5A
7988,4,4543,PC74F5EBA
7989,2,4809,PCAD363FC
7990,2,4712,PC94168A2
7991,2,4447,PC6B030C6
7992,2,4743,PCE6EEF2E
7993,2,4081,PCC825DB2
7994,2,4123,PCDE850D8
7995,2,4474,PCFEAE55E
7996,2,4680,PCC422F4D
7997,4,4457,PCFBF2259
7998,2,4079,PCF1366ED
7999,2,4824,PCFEADFE6
8000,2,4661,PC1585DF2
8001,2,4069,PCC48608C
8002,2,4023,PC77793DF
8003,2,4712,PC94168A2
8004,2,4633,PC974552B
8005,2,4633,PC974552B
8006,4,4183,PCF5E7754
8007,2,4736,PC6A65941
8008,4,4265,PC5B2AFFA
8009,2,4577,PC8FE0901
8010,2,4606,PC0C535B6
8011,4,4530,PCA33A9A8
8012,2,4367,PC8D90EF0
8013,2,4653,PC1CE4935
8014,2,4405,PC70CA955
8015,2,4831,PC0EC3E54
8016,2,4594,PC59414DA
8017,2,4183,PCF5E7754
8018,4,4702,PCDBC3AC9
8019,2,4066,PC883FCA9
8020,4,4092,PC40C2E00
8021,2,4401,PC0606D6A
8022,2,4890,PCAFC8A56
8023,2,4535,PC1BC7FA5
8024,2,4123,PCDE850D8
8025,2,4516,PCF7F25B7
8026,2,4871,PC397AFA3
8027,2,4198,PCB0994D1
8028,2,4403,PCCAFA3BB
8029,4,4197,PCE32ED40
8030,2,4297,PCDE89544
8031,2,4804,PC68484C6
8032,2,4708,PC82D2552
8033,4,4136,PCA579A65
8034,2,4548,PC4486317
8035,2,4247,PCEE69498
8036,2,4240,PC72FE04B
8037,4,4531,PC857F4A0
8038,2,4497,PC76FDDEA
8039,2,4881,PCDE20E6F
8040,2,4535,PC1BC7FA5
8041,2,4046,PCAC345FD
8042,2,4154,PC2C2EF9E
8043,4,4453,PC5EC8DF5
8044,2,4761,PCB206182
8045,2,4152,PCF6F4CA1
8046,2,4888,PC46C55B4
8047,2,4500,PC548BDC0
8048,4,4594,PC59414DA
8049,4,4255,PCB7E7138
8050,2,4409,PC44E2F09
8051,2,4174,PC041D874
8052,2,4204,PC5881E06
8053,2,4655,PCF9CAB22
8054,2,4798,PC17F8052
8055,2,4033,PC783B5FC
8056,4,4709,PCC8C7059
8057,4,4699,PC2C1B987
8058,2,4141,PC13CB69B
8059,4,4925,PCE5E04A2
8060,2,4829,PCEC030F2
8061,2,4983,PCC3E4ADA
8062,2,4809,PCAD363FC
8063,2,4864,PC259547F
8064,4,4679,PC88494D0
8065,2,4070,PCEECA8B2
8066,2,4258,PCAC64E67
8067,2,4315,PC6E0962A
8068,4,4166,PCE450C55
8069,2,4615,PC1ECBA39
8070,2,4541,PCC6A4CD8
8071,4,4018,PCCB2657A
8072,4,4188,PCDB12C82
8073,4,4665,PCF63C15F
8074,4,4469,PC120EEFD
8075,2,4090,PC1EE951B
8076,4,4306,PC5D6563A
8077,2,4874,PC9F481D4
8078,2,4065,PC3B514E2
8079,4,4439,PC845CEA6
8080,2,4537,PC10C700F
8081,2,4127,PCA2D76A5
8082,2,4278,PC4847214
8083,2,4020,PC2265FB3
8084,2,4669,PC36675CE
8085,4,4327,PC16F59EC
8086,2,4414,PC40BD0F3
8087,2,4254,PC0C0EE22
8088,2,4296,PCA24C1E1
8089,4,4268,PC6CC51DA
8090,2,4342,PCE7F2748
8091,2,4226,PCDC5C9E2
8092,2,4633,PC974552B
8093,2,4105,PC43919D1
8094,2,4434,PCA491459
8095,2,4491,PCA52F720
8096,2,4273,PC0EF5BA6
8097,2,4276,PC4E15B39
8098,2,4196,PC4B8A835
8099,2,4515,PC6A1B37B
8100,2,4134,PC767BBB2
8101,2,4894,PCDADB8C6
8102,2,4529,PC3FAA264
8103,2,4958,PC8A8976A
8104,4,4751,PCD33B3C9
8105,2,4609,PC1551C8E
8106,2,4683,PC96978C6
8107,4,4778,PCCCADDBD
8108,4,4514,PC374C341
8109,4,4372,PC1E0F3B6
8110,2,4329,PCF9CCB5A
8111,4,4918,PC8F8E598
8112,2,4519,PC92A6471
8113,4,4227,PCD8346A6
8114,2,4818,PCF243BF3
8115,2,4142,PC7ACFF7C
8116,2,4375,PCAE085FE
8117,2,4954,PCA276EBB
8118,2,4354,PC0671DD4
8119,2,4229,PCD0DDD3D
8120,4,4133,PC30FC453
8121,2,4129,PCA6127FF
8122,4,4325,PC8FC83B3
8123,2,4478,PCB02917E
8124,2,4599,PC800C92D
8125,4,4905,PCE1EA438
8126,2,4682,PCBB02F92
8127,2,5002,PC585BD38
8128,2,4851,PC0954183
8129,2,4768,PC7BEFC3B
8130,2,4307,PC87D90FE
8131,2,4786,PCB7F1F8A
8132,2,4119,PC9EBEDB5
8133,2,4909,PCDED6F20
8134,2,4584,PC1085B78
8135,2,4037,PC0A50259
8136,2,4767,PC61F3A80
8137,2,4105,PC43919D1
8138,2,4262,PCCB12F8C
8139,2,4090,PC1EE951B
8140,2,4115,PCF5D4B0A
8141,2,4147,PC4D2C5A7
8142,4,4003,PC83F544D
8143,2,4517,PC9AF321D
8144,4,4765,PC795A0A3
8145,2,4559,PC93AAEC9
8146,2,4608,PCACD1BEE
8147,2,4400,PC3BD7D63
8148,2,4641,PCAA9F518
8149,2,4523,PC0005AC7
8150,4,4831,PC0EC3E54
8151,2,4925,PCE5E04A2
8152,2,4429,PC65E7991
8153,2,4276,PC4E15B39
8154,2,4950,PC4F71E72
8155,2,4363,PC62E1338
8156,2,4401,PC0606D6A
8157,2,4250,PCC695DB0
8158,2,4348,PCD66314D
8159,2,4013,PCE5BA2CE
8160,2,4694,PCBCF42C2
8161,2,4237,PC51D1059
8162,2,4226,PCDC5C9E2
8163,2,4695,PC4A5D62F
8164,2,4531,PC857F4A0
8165,2,4779,PCC8FE9C6
8166,2,4585,PCF3AE602
8167,2,4400,PC3BD7D63
8168,4,4442,PC05C2F86
8169,2,4744,PC78EF0B5
8170,2,4483,PC7F7FFF0
8171,2,4748,PCF2ECD29
8172,2,4955,PCE36723C
8173,2,4271,PC28E44E2
8174,2,4702,PCDBC3AC9
8175,4,4248,PC45EBEBC
8176,2,4760,PC161AC8D
8177,4,4095,PC3E1512A
8178,2,4673,PC66E7418
8179,2,4174,PC041D874
8180,2,4955,PCE36723C
8181,2,4499,PC1EEDA04
8182,2,4309,PC5E92F61
8183,2,4686,PCD6E5E77
8184,2,4045,PCE952492
8185,4,4934,PC3ED26A2
8186,2,4988,PC46BE0B2
8187,2,4815,PC19C02F1
8188,4,4359,PCB27CFF1
8189,2,4379,PC87C8BC4
8190,2,4503,PC69DE15C
8191,2,4227,PCD8346A6
8192,2,4855,PC03C5C15
8193,4,4635,PC3C8B99E
8194,4,4262,PCCB12F8C
8195,2,4209,PC494D54E
8196,2,4109,PC7057B6A
8197,2,4899,PC4967767
8198,2,4338,PC6203962
8199,2,4360,PC084F676
8200,2,4100,PCC6DD8D5
8201,2,4938,PC6C57ED3
8202,2,4325,PC8FC83B3
8203,4,4632,PCC1FFE5B
8204,2,4341,PC1E10EC3
8205,2,4768,PC7BEFC3B
8206,2,4540,PC5CAF0A7
8207,2,4222,PC15EC378
8208,2,4986,PC9787B8A
8209,2,4625,PC186BCA8
8210,2,4120,PC6700C62
8211,2,4327,PC16F59EC
8212,2,4847,PCD546332
8213,2,4899,PC4967767
8214,2,4081,PCC825DB2
8215,2,4493,PC124B4C0
8216,2,4638,PCB7AC8AA
8217,4,4196,PC4B8A835
8218,4,4940,PC8AB18BE
8219,2,4207,PC76EDF79
8220,2,4507,PC11DCA73
8221,4,4667,PCD540B2F
8222,4,4396,PCA00BC1C
8223,2,4394,PCD3A817A
8224,2,4919,PC7A3A5CF
8225,2,4275,PC1DA31F7
8226,4,4245,PC6594AD4
8227,2,4860,PCF4A2DA9
8228,4,4147,PC4D2C5A7
8229,4,4034,PCFC754C7
8230,2,4631,PCFFF6463
8231,2,4948,PCBA2D075
8232,2,4721,PCE937423
8233,2,4005,PCB3DF742
8234,2,4061,PC3A63A79
8235,2,4601,PCC932802
8236,2,4886,PC4D892D7
8237,4,4819,PC454F09B
8238,2,4522,PC0A326BE
8239,2,4069,PCC48608C
8240,4,4014,PCF14D1E3
8241,2,4706,PCD8D5094
8242,4,4287,PC421D5F3
8243,2,4150,PCC8441A8
8244,2,4608,PCACD1BEE
8245,2,4670,PC2BE6D87
8246,2,4354,PC0671DD4
8247,4,4263,PCD6DBA1D
8248,2,4069,PCC48608C
8249,2,4095,PC3E1512A
8250,2,4862,PC3BDDA71
8251,2,4155,PC9042B3F
8252,2,4803,PC2BBEEDC
8253,2,4376,PCA283923
8254,4,4854,PCB6F1968
8255,2,4605,PCEB27C63
8256,2,4559,PC93AAEC9
8257,4,4775,PCA50FB36
8258,2,4241,PC7241796
8259,4,4185,PC7F5C566
8260,2,4536,PCC6C5CFB
8261,4,4855,PC03C5C15
8262,4,4937,PCD30D908
8263,2,4592,PC627AA14
8264,2,4930,PC22F748B
8265,2,4167,PC8453073
8266,2,4363,PC62E1338
8267,2,4083,PC90346C9
8268,4,4685,PC5D33C18
8269,2,4200,PCBA86754
8270,2,4253,PC82A16E6
8271,2,4712,PC94168A2
8272,2,4993,PC0F0AB4E
8273,2,4012,PCEF5C190
8274,2,4795,PC7EE2DCF
8275,4,4766,PCE36658B
8276,2,4487,PCA92F2BD
8277,4,4904,PC36C6441
8278,2,4827,PC7D68CD9
8279,4,4245,PC6594AD4
8280,2,4972,PCC51AD39
8281,2,4885,PC5083F35
8282,2,4101,PCCC8F243
8283,2,4975,PC818101A
8284,4,4810,PC2CA4087
8285,2,4434,PCA491459
8286,2,4843,PC400DFFE
8287,2,4524,PCF8BB245
8288,2,4621,PC9FB4E82
8289,2,4200,PCBA86754
8290,2,4662,PCB2463CF
8291,2,4767,PC61F3A80
8292,2,4319,PCAD79413
8293,2,4081,PCC825DB2
8294,2,4118,PCC1A733C
8295,2,4341,PC1E10EC3
8296,2,4066,PC883FCA9
8297,4,4884,PC3FB1BB6
8298,2,4341,PC1E10EC3
8299,2,4933,PC419F41D
8300,2,4514,PC374C341
8301,2,4239,PCA185B1A
8302,2,4162,PC51A39A7
8303,2,4782,PC6802C08
8304,2,4620,PC43973F9
8305,2,4392,PCAF6E464
8306,2,4595,PC64281F6
8307,2,4647,PCDD56814
8308,4,4200,PCBA86754
8309,2,4961,PC92C5115
8310,2,4573,PC4D8469D
8311,2,4551,PCCA5979C
8312,4,4299,PCAD3B9BC
8313,2,4812,PC22D9C6D
8314,2,5008,PC48D61BB
8315,2,4085,PC6150735
8316,2,4765,PC795A0A3
8317,2,4731,PCFFC2992
8318,2,4589,PC1477DC9
8319,2,4815,PC19C02F1
8320,2,4681,PCBEB4D23
8321,2,4993,PC0F0AB4E
8322,2,4146,PCF91266E
8323,2,4756,PC8AEC6E8
8324,4,4437,PCBE6CB59
8325,2,4621,PC9FB4E82
8326,2,4140,PC5D4821F
8327,2,4234,PC5EBC1E1
8328,2,4679,PC88494D0
8329,2,4803,PC2BBEEDC
8330,2,5009,PC70886EC
8331,4,4769,PC10C50DC
8332,4,5009,PC70886EC
8333,2,4056,PC9FBBA67
8334,2,4539,PC684859B
8335,2,4117,PCEB6517A
8336,4,4530,PCA33A9A8
8337,2,4870,PC65485BB
8338,4,4698,PC8BCEB19
8339,4,4362,PC670999C
8340,2,4299,PCAD3B9BC
8341,2,4353,PC79BCF60
8342,4,4587,PC576A3BA
8343,2,4755,PC628DCED
8344,2,4698,PC8BCEB19
8345,2,4100,PCC6DD8D5
8346,2,4619,PC2EFBBE0
8347,4,4599,PC800C92D
8348,2,4352,PC99B9343
8349,2,4188,PCDB12C82
8350,2,4516,PCF7F25B7
8351,2,4751,PCD33B3C9
8352,4,4692,PC1CDFCF6
8353,2,4130,PC9F22103
8354,2,4503,PC69DE15C
8355,2,4344,PC417B8DF
8356,2,4518,PCC7B407A
8357,4,4405,PC70CA955
8358,2,4426,PCC0E943C
8359,2,4873,PCE01E4DF
8360,2,4388,PC803F0F2
8361,2,4287,PC421D5F3
8362,2,4828,PCF712D1A
8363,2,4368,PC909A324
8364,4,4821,PC67D349A
8365,2,4034,PCFC754C7
8366,2,4109,PC7057B6A
8367,4,4116,PCCA836C9
8368,2,4439,PC845CEA6
8369,2,4231,PC016D687
8370,2,4128,PCC0E7E2A
8371,2,4233,PC57279D0
8372,2,4577,PC8FE0901
8373,2,4833,PC71A1452
8374,2,4663,PCA7178EC
8375,4,4904,PC36C6441
8376,2,4175,PC08EA270
8377,2,4538,PCDE5402C
8378,2,4521,PCD2C9ECF
8379,2,4274,PC88EA64E
8380,2,4063,PC7667A3E
8381,4,4976,PC5149039
8382,2,4020,PC2265FB3
8383,2,4133,PC30FC453
8384,4,4059,PC06E8A1C
8385,2,4908,PC3D16FC5
8386,2,4274,PC88EA64E
8387,2,4600,PCB99E8F9
8388,2,4554,PC23BA77A
8389,2,4681,PCBEB4D23
8390,2,4176,PC11E9595
8391,2,4147,PC4D2C5A7
8392,4,4265,PC5B2AFFA
8393,4,4737,PCED7EAFE
8394,4,4325,PC8FC83B3
8395,2,4943,PC0A5DC1F
8396,2,4143,PC5F47DCF
8397,4,4472,PC303DD56
8398,2,4222,PC15EC378
8399,2,4899,PC4967767
8400,2,4390,PC983A913
8401,2,4975,PC818101A
8402,2,4085,PC6150735
8403,2,4151,PC0AB2B55
8404,4,4101,PCCC8F243
8405,2,4932,PC46C4A27
8406,2,4120,PC6700C62
8407,2,4541,PCC6A4CD8
8408,2,4052,PC25E70B7
8409,2,4906,PC3D58C5E
8410,4,4207,PC76EDF79
8411,4,4624,PCDF73A3C
8412,2,4474,PCFEAE55E
8413,4,4845,PCEEC0DB3
8414,4,4453,PC5EC8DF5
8415,2,4623,PCAA67227
8416,2,4656,PC63844BC
8417,2,4805,PC1A161AA
8418,2,4192,PC74F6341
8419,4,4047,PC6D105CF
8420,2,4903,PCC3BCE65
8421,2,4321,PC591BDF7
8422,2,4567,PC2C5C1F3
8423,4,4624,PCDF73A3C
8424,4,4372,PC1E0F3B6
8425,2,4173,PC0EB640E
8426,2,4155,PC9042B3F
8427,4,4221,PC90AAFDA
8428,2,4290,PC84E8CEF
8429,2,4559,PC93AAEC9
8430,2,4860,PCF4A2DA9
8431,4,4956,PCB7040B7
8432,4,4106,PC9764C98
8433,2,4336,PCD30AB50
8434,4,4958,PC8A8976A
8435,2,4080,PCBE7E15B
8436,2,4185,PC7F5C566
8437,4,4023,PC77793DF
8438,2,4269,PCC7106FF
8439,2,4400,PC3BD7D63
8440,2,4687,PC52E7369
8441,2,4319,PCAD79413
8442,2,4516,PCF7F25B7
8443,4,4371,PC7E22FD8
8444,2,4143,PC5F47DCF
8445,2,4042,PC5D4DE09
8446,2,4318,PCAD89FE3
8447,2,4953,PC1E2B07E
8448,2,4821,PC67D349A
8449,2,4675,PCE49911B
8450,2,4559,PC93AAEC9
8451,2,4748,PCF2ECD29
8452,2,4410,PC6EFC03B
8453,2,4381,PC9DD9DCD
8454,2,4257,PC1AB9C93
8455,4,4853,PC214FB8E
8456,2,4013,PCE5BA2CE
8457,4,4668,PCBB055C6
8458,2,4857,PC59F4E22
8459,2,4282,PCCE002E5
8460,4,4672,PC03AE86F
8461,2,4694,PCBCF42C2
8462,4,4050,PC822E359
8463,4,4126,PC74CE451
8464,2,4024,PC91E3A87
8465,4,4183,PCF5E7754
8466,2,4212,PC422A6D1
8467,2,4585,PCF3AE602
8468,2,4347,PC3EC1FDF
8469,2,4726,PCF6540C0
8470,2,4777,PCB1132AC
8471,2,4800,PCA4DF48A
8472,2,4942,PCD51A740
8473,2,4737,PCED7EAFE
8474,2,4443,PCC139BD8
8475,2,4880,PC5A27CDE
8476,4,4255,PCB7E7138
8477,2,4757,PC126524C
8478,2,4176,PC11E9595
8479,2,4828,PCF712D1A
8480,2,4377,PC4AC8EAD
8481,4,4018,PCCB2657A
8482,2,4868,PC647292C
8483,2,4638,PCB7AC8AA
8484,2,4298,PC3E474F6
8485,4,4356,PCF1979AE
8486,2,4759,PC4A6C6D9
8487,2,4869,PCF775FA6
8488,4,5000,PCFE7F7FE
8489,2,4926,PCCBCFEDE
8490,2,4893,PC3743587
8491,2,4150,PCC8441A8
8492,2,4297,PCDE89544
8493,2,4774,PCEBE834B
8494,2,4966,PC4E6422C
8495,2,4237,PC51D1059
8496,4,4648,PC576AD85
8497,2,4417,PC208F9BB
8498,2,4632,PCC1FFE5B
8499,2,4612,PC871C1FC
8500,2,4533,PC8DA1D3B
8501,4,4591,PCC9875AC
8502,2,4343,PC0F6325D
8503,2,4050,PC822E359
8504,2,4340,PC3A6DBC9
8505,4,4543,PC74F5EBA
8506,2,4430,PC52EA95D
8507,4,4526,PCCB07C68
8508,2,4880,PC5A27CDE
8509,4,4640,PCC993FB3
8510,2,4187,PCF8D98DC
8511,4,4602,PC0D3474E
8512,2,4144,PCAC7E4C1
8513,2,4847,PCD546332
8514,2,4646,PC3F8C42B
8515,2,4354,PC0671DD4
8516,2,4025,PC5ABB8E4
8517,2,4550,PC21A1833
8518,2,4779,PCC8FE9C6
8519,4,4543,PC74F5EBA
8520,2,4685,PC5D33C18
8521,2,4900,PCFE8B604
8522,2,4736,PC6A65941
8523,2,4969,PCBBB9730
8524,4,4058,PC3415EA4
8525,2,4712,PC94168A2
8526,2,4765,PC795A0A3
8527,2,4078,PC8473A64
8528,4,4035,PC1B1D964
8529,4,4359,PCB27CFF1
8530,2,4675,PCE49911B
8531,4,4485,PC99A12E9
8532,4,4776,PC6906524
8533,4,4336,PCD30AB50
8534,2,4733,PC797AEBF
8535,2,4263,PCD6DBA1D
8536,4,4021,PC851E565
8537,2,4892,PC7AA5B2F
8538,2,4297,PCDE89544
8539,4,4881,PCDE20E6F
8540,2,5009,PC70886EC
8541,2,4513,PC52F533C
8542,4,4719,PCBD66B01
8543,4,4301,PC540E129
8544,4,4906,PC3D58C5E
8545,4,4878,PC08F56A1
8546,2,4129,PCA6127FF
8547,2,4700,PC14E538A
8548,2,4573,PC4D8469D
8549,2,4709,PCC8C7059
8550,2,4227,PCD8346A6
8551,2,4163,PC95B4E03
8552,2,4394,PCD3A817A
8553,2,4233,PC57279D0
8554,2,4921,PCA70760B
8555,2,4553,PC1D57D7F
8556,4,4598,PC5526A36
8557,2,4940,PC8AB18BE
8558,2,4046,PCAC345FD
8559,2,4772,PC7368097
8560,2,4889,PC3547FAD
8561,4,4242,PCECC4DE2
8562,2,4704,PC47FBB07
8563,2,4196,PC4B8A835
8564,2,4357,PC434FA62
8565,4,4030,PCA8A9AA8
8566,2,4516,PCF7F25B7
8567,2,4616,PCE6675F9
8568,2,4594,PC59414DA
8569,2,4529,PC3FAA264
8570,2,4426,PCC0E943C
8571,4,4890,PCAFC8A56
8572,2,4465,PCA227C6B
8573,2,4748,PCF2ECD29
8574,2,4317,PC0DC6CAB
8575,2,4499,PC1EEDA04
8576,2,4439,PC845CEA6
8577,2,4556,PC18C31F6
8578,2,4164,PC578D797
8579,2,4344,PC417B8DF
8580,4,4822,PCD1EB220
8581,2,4435,PC3E78C17
8582,2,4757,PC126524C
8583,4,4658,PC1A58039
8584,4,4403,PCCAFA3BB
8585,2,4885,PC5083F35
8586,2,4904,PC36C6441
8587,2,4160,PC6DC0ACF
8588,2,4883,PCB325DCD
8589,4,4656,PC63844BC
8590,4,4541,PCC6A4CD8
8591,2,4505,PCEF64195
8592,2,4130,PC9F22103
8593,2,4513,PC52F533C
8594,2,4541,PCC6A4CD8
8595,4,4443,PCC139BD8
8596,4,4827,PC7D68CD9
8597,2,4183,PCF5E7754
8598,2,4859,PC685B3B1
8599,4,4490,PC89C1789
8600,2,4502,PCB2CC82C
8601,2,4234,PC5EBC1E1
8602,2,4482,PCB6A16D7
8603,2,4047,PC6D105CF
8604,2,4380,PC905B5D4
8605,4,4596,PC6558A56
8606,2,4421,PCED2DB6F
8607,4,4997,PC8111910
8608,4,4362,PC670999C
8609,2,4759,PC4A6C6D9
8610,2,4349,PC5AB6779
8611,2,4796,PCEBEEE05
8612,2,4444,PC4D84BFC
8613,4,4548,PC4486317
8614,2,4602,PC0D3474E
8615,2,4604,PC0553E32
8616,2,4969,PCBBB9730
8617,2,4656,PC63844BC
8618,2,4953,PC1E2B07E
8619,2,4400,PC3BD7D63
8620,2,4052,PC25E70B7
8621,2,4078,PC8473A64
8622,4,4882,PC8616CD8
8623,2,4250,PCC695DB0
8624,2,4379,PC87C8BC4
8625,2,4818,PCF243BF3
8626,2,4982,PC384779E
8627,4,4650,PC544AE70
8628,2,4228,PC4F78F1B
8629,4,4088,PC14008D5
8630,4,4886,PC4D892D7
8631,2,4698,PC8BCEB19
8632,4,4837,PCA10FFA0
8633,2,4154,PC2C2EF9E
8634,2,4784,PCDB42B34
8635,2,4947,PCE4A44BE
8636,2,4220,PC02FEF7D
8637,2,4398,PCE60D320
8638,2,4667,PCD540B2F
8639,4,4950,PC4F71E72
8640,2,4009,PCF984421
8641,2,4680,PCC422F4D
8642,2,4527,PC59A0CB2
8643,4,4103,PC2B868A9
8644,4,4651,PC12D9486
8645,2,4256,PC9DD0BBD
8646,2,4074,PCCAFD014
8647,2,4204,PC5881E06
8648,4,4637,PCE9C770E
8649,2,4363,PC62E1338
8650,2,4359,PCB27CFF1
8651,2,4015,PC524833E
8652,2,4207,PC76EDF79
8653,2,5010,PC028872C
8654,2,4943,PC0A5DC1F
8655,4,4271,PC28E44E2
8656,2,4186,PC922BA3E
8657,2,4413,PC6C88C27
8658,2,4621,PC9FB4E82
8659,2,4763,PCC62D342
8660,4,4352,PC99B9343
8661,2,4914,PC2F353E1
8662,2,4321,PC591BDF7
8663,2,4758,PCCE12794
8664,2,4307,PC87D90FE
8665,2,4218,PC8DF4919
8666,2,4379,PC87C8BC4
8667,2,4106,PC9764C98
8668,2,4868,PC647292C
8669,2,4597,PCBDB8BB6
8670,4,4144,PCAC7E4C1
8671,2,4728,PC07BF95F
8672,2,4022,PCF135377
8673,4,4657,PCC591410
8674,2,4332,PC3B258E9
8675,2,4443,PCC139BD8
8676,4,4715,PCFA0E4C0
8677,2,4591,PCC9875AC
8678,4,4410,PC6EFC03B
8679,2,4086,PC23E470D
8680,4,4877,PC155D90A
8681,2,4281,PC2804C85
8682,2,4489,PCEFF6088
8683,4,4286,PC12BE494
8684,2,4735,PC2294422
8685,2,4813,PCACF7982
8686,2,4352,PC99B9343
8687,4,4375,PCAE085FE
8688,2,4435,PC3E78C17
8689,2,4542,PC3E57E3D
8690,2,4270,PC8F72158
8691,2,4836,PCE78024A
8692,2,4308,PC94E7A96
8693,4,4866,PC3137434
8694,2,4503,PC69DE15C
8695,4,4257,PC1AB9C93
8696,4,4253,PC82A16E6
8697,4,4426,PCC0E943C
8698,4,4685,PC5D33C18
8699,2,4444,PC4D84BFC
8700,4,4130,PC9F22103
8701,2,4233,PC57279D0
8702,2,4207,PC76EDF79
8703,2,4627,PCA965149
8704,4,4592,PC627AA14
8705,2,5009,PC70886EC
8706,2,4837,PCA10FFA0
8707,2,4689,PC89C35AD
8708,2,4511,PCFBEFA9E
8709,2,4129,PCA6127FF
8710,4,4234,PC5EBC1E1
